2016,23,1.17,1.5
2016,0,1.35,1.5
2016,1,1.84,1.5
2016,2,0.36,0.5
2016,3,1.32,1.5
2016,4,1.33,1.5
2016,5,1.53,1.5
2016,6,1.9,1.5
2016,7,2.57,2.5
2016,8,2.62,2.5
2016,9,1.17,1.5
2016,10,1.2,1.5
2016,11,1.14,1.5
2016,12,1.22,1.5
2016,13,1.48,1.5
2016,14,1.28,1.5
2016,15,1.27,1.5
2016,16,1.22,1.5
2016,17,1.26,1.5
2016,18,1.3,1.5
2016,19,0.98,0.5
2016,20,0.98,0.5
2016,21,2.02,2.5
2016,22,2.47,2.5
2016,23,2.3,2.5
2016,0,1.49,1.5
2016,1,0.8,0.5
2016,2,2.14,2.5
2016,3,2.58,2.5
2016,4,2.48,2.5
2016,5,1.92,1.5
2016,6,1.13,1.5
2016,7,1,1.5
2016,8,0.7,0.5
2016,9,0.76,0.5
2016,10,1,1.5
2016,11,5.11,5.5
2016,12,8.58,8.5
2016,13,7.92,7.5
2016,14,9.28,9.5
2016,15,10.16,10.5
2016,16,9.78,9.5
2016,17,8.1,8.5
2016,18,7.91,7.5
2016,19,7.15,7.5
2016,20,5.56,5.5
2016,21,5.7,5.5
2016,22,6.3,6.5
2016,23,5.81,5.5
2016,0,6.58,6.5
2016,1,7.2,7.5
2016,2,6.72,6.5
2016,3,7.21,7.5
2016,4,7.82,7.5
2016,5,8.36,8.5
2016,6,8.86,8.5
2016,7,9.42,9.5
2016,8,10.82,10.5
2016,9,11.33,11.5
2016,10,11.04,11.5
2016,11,11.15,11.5
2016,12,11.05,11.5
2016,13,10.69,10.5
2016,14,10.57,10.5
2016,15,10.74,10.5
2016,16,10.82,10.5
2016,17,10.18,10.5
2016,18,9.73,9.5
2016,19,9.51,9.5
2016,20,9.77,9.5
2016,21,9.85,9.5
2016,22,9.26,9.5
2016,23,9.34,9.5
2016,0,10.08,10.5
2016,1,9.75,9.5
2016,2,9.55,9.5
2016,3,8.93,8.5
2016,4,8.27,8.5
2016,5,7.98,7.5
2016,6,7.61,7.5
2016,7,7.1,7.5
2016,8,6.71,6.5
2016,9,7.14,7.5
2016,10,7.75,7.5
2016,11,8.06,8.5
2016,12,7.53,7.5
2016,13,7.48,7.5
2016,14,7.5,7.5
2016,15,7.17,7.5
2016,16,6.71,6.5
2016,17,6.75,6.5
2016,18,5.76,5.5
2016,19,5.46,5.5
2016,20,5.77,5.5
2016,21,6.01,6.5
2016,22,6.14,6.5
2016,23,5.85,5.5
2016,0,5.88,5.5
2016,1,6.72,6.5
2016,2,5.3,5.5
2016,3,5.04,5.5
2016,4,4.13,4.5
2016,5,3.4,3.5
2016,6,2.93,2.5
2016,7,2.93,2.5
2016,8,2.64,2.5
2016,9,3.52,3.5
2016,10,4.3,4.5
2016,11,5.21,5.5
2016,12,5.1,5.5
2016,13,5.72,5.5
2016,14,5.9,5.5
2016,15,5.8,5.5
2016,16,6.7,6.5
2016,17,6.7,6.5
2016,18,6.46,6.5
2016,19,6.46,6.5
2016,20,6.49,6.5
2016,21,5.7,5.5
2016,22,4.22,4.5
2016,23,3.67,3.5
2016,0,3.77,3.5
2016,1,5.14,5.5
2016,2,5.12,5.5
2016,3,5.07,5.5
2016,4,5.25,5.5
2016,5,4.9,4.5
2016,6,4.25,4.5
2016,7,4.16,4.5
2016,8,3.24,3.5
2016,9,4.62,4.5
2016,10,5.3,5.5
2016,11,6.01,6.5
2016,12,6.67,6.5
2016,13,6.21,6.5
2016,14,5.53,5.5
2016,15,5.36,5.5
2016,16,4.66,4.5
2016,17,4.08,4.5
2016,18,3.45,3.5
2016,19,5.53,5.5
2016,20,8.21,8.5
2016,21,7.43,7.5
2016,22,5.82,5.5
2016,23,3.82,3.5
2016,0,4.97,4.5
2016,1,4,4.5
2016,2,2.44,2.5
2016,3,2.55,2.5
2016,4,2.1,2.5
2016,5,3.18,3.5
2016,6,3.03,3.5
2016,7,2.51,2.5
2016,8,0.92,0.5
2016,9,2.04,2.5
2016,10,3.52,3.5
2016,11,3.2,3.5
2016,12,2.96,2.5
2016,13,1.81,1.5
2016,14,2.2,2.5
2016,15,2.42,2.5
2016,16,2.85,2.5
2016,17,2.95,2.5
2016,18,2.69,2.5
2016,19,1.97,1.5
2016,20,2.3,2.5
2016,21,2.83,2.5
2016,22,2.82,2.5
2016,23,3.86,3.5
2016,0,2.2,2.5
2016,1,1.04,1.5
2016,2,4.22,4.5
2016,3,5.14,5.5
2016,4,5.6,5.5
2016,5,5.54,5.5
2016,6,7.44,7.5
2016,7,7.41,7.5
2016,8,6.93,6.5
2016,9,6.42,6.5
2016,10,6.43,6.5
2016,11,6.11,6.5
2016,12,5.7,5.5
2016,13,4.37,4.5
2016,14,4.91,4.5
2016,15,6.3,6.5
2016,16,7.4,7.5
2016,17,7.7,7.5
2016,18,7.47,7.5
2016,19,8.79,8.5
2016,20,8.49,8.5
2016,21,7.6,7.5
2016,22,5.95,5.5
2016,23,5.3,5.5
2016,0,2.19,2.5
2016,1,4.1,4.5
2016,2,2.44,2.5
2016,3,2.35,2.5
2016,4,2.4,2.5
2016,5,0.2,0.5
2016,6,1.4,1.5
2016,7,1.84,1.5
2016,8,2.33,2.5
2016,9,0.7,0.5
2016,10,1.27,1.5
2016,11,2.24,2.5
2016,12,2.24,2.5
2016,13,3.88,3.5
2016,14,4.25,4.5
2016,15,4.52,4.5
2016,16,4.44,4.5
2016,17,2.42,2.5
2016,18,1.3,1.5
2016,19,4.75,4.5
2016,20,6.05,6.5
2016,21,5.1,5.5
2016,22,4.9,4.5
2016,23,3.75,3.5
2016,0,2.05,2.5
2016,1,1.27,1.5
2016,2,0.57,0.5
2016,3,2.09,2.5
2016,4,2.21,2.5
2016,5,1.51,1.5
2016,6,1.22,1.5
2016,7,1.41,1.5
2016,8,1.53,1.5
2016,9,1.49,1.5
2016,10,1.84,1.5
2016,11,0.95,0.5
2016,12,1.24,1.5
2016,13,0.91,0.5
2016,14,0.89,0.5
2016,15,1,1.5
2016,16,5.67,5.5
2016,17,7.01,7.5
2016,18,6.51,6.5
2016,19,6.22,6.5
2016,20,5.43,5.5
2016,21,4.84,4.5
2016,22,2.52,2.5
2016,23,4.44,4.5
2016,0,6.43,6.5
2016,1,4.43,4.5
2016,2,3.18,3.5
2016,3,3.14,3.5
2016,4,3.38,3.5
2016,5,3.61,3.5
2016,6,4,4.5
2016,7,2.77,2.5
2016,8,1.84,1.5
2016,9,1.8,1.5
2016,10,1.82,1.5
2016,11,2,2.5
2016,12,2.89,2.5
2016,13,0.85,0.5
2016,14,0.45,0.5
2016,15,0.67,0.5
2016,16,0.61,0.5
2016,17,0.82,0.5
2016,18,0.94,0.5
2016,19,1.65,1.5
2016,20,3.2,3.5
2016,21,5.98,5.5
2016,22,6.84,6.5
2016,23,5.89,5.5
2016,0,5.55,5.5
2016,1,5.19,5.5
2016,2,5.16,5.5
2016,3,6.06,6.5
2016,4,6.44,6.5
2016,5,6.38,6.5
2016,6,7.04,7.5
2016,7,6.74,6.5
2016,8,6.62,6.5
2016,9,6.42,6.5
2016,10,5.12,5.5
2016,11,3.26,3.5
2016,12,1.73,1.5
2016,13,1.08,1.5
2016,14,1.1,1.5
2016,15,1.66,1.5
2016,16,1.84,1.5
2016,17,1.7,1.5
2016,18,1.98,1.5
2016,19,2.8,2.5
2016,20,3.35,3.5
2016,21,2.6,2.5
2016,22,0.85,0.5
2016,23,0.58,0.5
2016,0,1.53,1.5
2016,1,1.49,1.5
2016,2,0.95,0.5
2016,3,0.8,0.5
2016,4,0.54,0.5
2016,5,0.61,0.5
2016,6,1.43,1.5
2016,7,1.3,1.5
2016,8,1,1.5
2016,9,1.3,1.5
2016,10,2.96,2.5
2016,11,3.22,3.5
2016,12,3.01,3.5
2016,13,2.94,2.5
2016,14,3.72,3.5
2016,15,4.2,4.5
2016,16,4.42,4.5
2016,17,4.31,4.5
2016,18,4.11,4.5
2016,19,4.77,4.5
2016,20,4.94,4.5
2016,21,4.18,4.5
2016,22,3.57,3.5
2016,23,2.62,2.5
2016,0,1.5,1.5
2016,1,0.98,0.5
2016,2,0.7,0.5
2016,3,0.28,0.5
2016,4,0.1,0.5
2016,5,0.51,0.5
2016,6,0.85,0.5
2016,7,0.89,0.5
2016,8,1.39,1.5
2016,9,0.76,0.5
2016,10,0,0.5
2016,11,0.1,0.5
2016,12,0.41,0.5
2016,13,1.06,1.5
2016,14,1.64,1.5
2016,15,1.86,1.5
2016,16,2.16,2.5
2016,17,2.11,2.5
2016,18,2.28,2.5
2016,19,2.91,2.5
2016,20,4.13,4.5
2016,21,3.77,3.5
2016,22,3.71,3.5
2016,23,4.08,4.5
2016,0,3.32,3.5
2016,1,3.14,3.5
2016,2,2.97,2.5
2016,3,2.91,2.5
2016,4,4.08,4.5
2016,5,4.83,4.5
2016,6,5.28,5.5
2016,7,5.59,5.5
2016,8,3.49,3.5
2016,9,3.01,3.5
2016,10,4.2,4.5
2016,11,4.68,4.5
2016,12,4.71,4.5
2016,13,3.45,3.5
2016,14,3.26,3.5
2016,15,3.45,3.5
2016,16,3.57,3.5
2016,17,3.77,3.5
2016,18,4.25,4.5
2016,19,4.8,4.5
2016,20,3.89,3.5
2016,21,3.26,3.5
2016,22,3.56,3.5
2016,23,3.89,3.5
2016,0,13.69,13.5
2016,1,13.69,13.5
2016,2,13.94,13.5
2016,3,14.18,14.5
2016,4,13.66,13.5
2016,5,12.97,12.5
2016,6,12.66,12.5
2016,7,12.51,12.5
2016,8,12.32,12.5
2016,9,12.08,12.5
2016,10,11.95,11.5
2016,11,11.99,11.5
2016,12,11.96,11.5
2016,13,10.87,10.5
2016,14,11.12,11.5
2016,15,11.2,11.5
2016,16,10.98,10.5
2016,17,10.77,10.5
2016,18,10.41,10.5
2016,19,8.86,8.5
2016,20,7.92,7.5
2016,21,7.8,7.5
2016,22,7.94,7.5
2016,23,8.6,8.5
2016,0,8.68,8.5
2016,1,8.49,8.5
2016,2,9.97,9.5
2016,3,9.92,9.5
2016,4,11.01,11.5
2016,5,11.68,11.5
2016,6,11.95,11.5
2016,7,13.95,13.5
2016,8,15.77,15.5
2016,9,14.82,14.5
2016,10,14.75,14.5
2016,11,14.66,14.5
2016,12,13.84,13.5
2016,13,13.99,13.5
2016,14,13.57,13.5
2016,15,12,12.5
2016,16,9.67,9.5
2016,17,8.36,8.5
2016,18,8.54,8.5
2016,19,6.03,6.5
2016,20,5.1,5.5
2016,21,4.52,4.5
2016,22,3.62,3.5
2016,23,2.69,2.5
2016,0,2.12,2.5
2016,1,1.22,1.5
2016,2,0.7,0.5
2016,3,0.51,0.5
2016,4,1.35,1.5
2016,5,1.78,1.5
2016,6,2.47,2.5
2016,7,3.5,3.5
2016,8,2.42,2.5
2016,9,2.06,2.5
2016,10,0.85,0.5
2016,11,0.28,0.5
2016,12,0.36,0.5
2016,13,1,1.5
2016,14,0.71,0.5
2016,15,1.35,1.5
2016,16,2.37,2.5
2016,17,3.72,3.5
2016,18,3.7,3.5
2016,19,2.55,2.5
2016,20,1.5,1.5
2016,21,1.41,1.5
2016,22,2.53,2.5
2016,23,3.18,3.5
2016,0,3.13,3.5
2016,1,3.58,3.5
2016,2,3.89,3.5
2016,3,3.45,3.5
2016,4,3.35,3.5
2016,5,3.22,3.5
2016,6,3.24,3.5
2016,7,2.69,2.5
2016,8,1.7,1.5
2016,9,1.2,1.5
2016,10,0.81,0.5
2016,11,1.13,1.5
2016,12,1.46,1.5
2016,13,4.03,4.5
2016,14,4.9,4.5
2016,15,6.61,6.5
2016,16,6.8,6.5
2016,17,6.32,6.5
2016,18,5.97,5.5
2016,19,6.2,6.5
2016,20,5.71,5.5
2016,21,6.91,6.5
2016,22,6.61,6.5
2016,23,5.7,5.5
2016,0,6.11,6.5
2016,1,4.55,4.5
2016,2,4.61,4.5
2016,3,4.14,4.5
2016,4,3.4,3.5
2016,5,2.8,2.5
2016,6,1.81,1.5
2016,7,1.25,1.5
2016,8,0.94,0.5
2016,9,3.64,3.5
2016,10,6.75,6.5
2016,11,7.79,7.5
2016,12,8.74,8.5
2016,13,7.49,7.5
2016,14,8.27,8.5
2016,15,8.44,8.5
2016,16,8.24,8.5
2016,17,7.52,7.5
2016,18,7.27,7.5
2016,19,6.93,6.5
2016,20,6.46,6.5
2016,21,6.82,6.5
2016,22,6.21,6.5
2016,23,4.3,4.5
2016,0,2.09,2.5
2016,1,0.81,0.5
2016,2,0.8,0.5
2016,3,0.92,0.5
2016,4,0.42,0.5
2016,5,0.85,0.5
2016,6,0.94,0.5
2016,7,1.12,1.5
2016,8,0.85,0.5
2016,9,0.7,0.5
2016,10,1.25,1.5
2016,11,2.92,2.5
2016,12,4.96,4.5
2016,13,6.1,6.5
2016,14,6.71,6.5
2016,15,6.94,6.5
2016,16,7.32,7.5
2016,17,7.89,7.5
2016,18,7.16,7.5
2016,19,6.49,6.5
2016,20,5.36,5.5
2016,21,5.44,5.5
2016,22,5.69,5.5
2016,23,5.2,5.5
2016,0,4.24,4.5
2016,1,4.4,4.5
2016,2,3.82,3.5
2016,3,4.43,4.5
2016,4,6.28,6.5
2016,5,5.59,5.5
2016,6,5.2,5.5
2016,7,3.86,3.5
2016,8,3.71,3.5
2016,9,4.95,4.5
2016,10,5.22,5.5
2016,11,5,5.5
2016,12,4.51,4.5
2016,13,4.04,4.5
2016,14,3.42,3.5
2016,15,2.67,2.5
2016,16,1.97,1.5
2016,17,1.48,1.5
2016,18,1.13,1.5
2016,19,1.2,1.5
2016,20,2.1,2.5
2016,21,0.45,0.5
2016,22,2.2,2.5
2016,23,1.7,1.5
2016,0,2.56,2.5
2016,1,3.4,3.5
2016,2,3.55,3.5
2016,3,3.16,3.5
2016,4,3.41,3.5
2016,5,4,4.5
2016,6,4.38,4.5
2016,7,4.36,4.5
2016,8,2.64,2.5
2016,9,2.12,2.5
2016,10,1.6,1.5
2016,11,1.73,1.5
2016,12,1.57,1.5
2016,13,1.51,1.5
2016,14,1.9,1.5
2016,15,2.2,2.5
2016,16,2.41,2.5
2016,17,2.6,2.5
2016,18,2.52,2.5
2016,19,2.3,2.5
2016,20,1.99,1.5
2016,21,5.15,5.5
2016,22,4.87,4.5
2016,23,3.68,3.5
2016,0,2.88,2.5
2016,1,3.08,3.5
2016,2,4.08,4.5
2016,3,4.07,4.5
2016,4,3.91,3.5
2016,5,4.22,4.5
2016,6,4.06,4.5
2016,7,4.33,4.5
2016,8,2.66,2.5
2016,9,3.72,3.5
2016,10,4.37,4.5
2016,11,3.52,3.5
2016,12,2.01,2.5
2016,13,1.32,1.5
2016,14,1.22,1.5
2016,15,1.21,1.5
2016,16,1.79,1.5
2016,17,2,2.5
2016,18,1.39,1.5
2016,19,0.98,0.5
2016,20,1.7,1.5
2016,21,2.73,2.5
2016,22,2.77,2.5
2016,23,1.98,1.5
2016,0,0.85,0.5
2016,1,0.89,0.5
2016,2,1.26,1.5
2016,3,1.61,1.5
2016,4,2.24,2.5
2016,5,2.33,2.5
2016,6,2.77,2.5
2016,7,3.47,3.5
2016,8,2.64,2.5
2016,9,2.25,2.5
2016,10,1.3,1.5
2016,11,0.51,0.5
2016,12,1.62,1.5
2016,13,3.71,3.5
2016,14,4.78,4.5
2016,15,4.31,4.5
2016,16,4.21,4.5
2016,17,3.88,3.5
2016,18,3.69,3.5
2016,19,4.19,4.5
2016,20,5.26,5.5
2016,21,3.74,3.5
2016,22,4.6,4.5
2016,23,6.31,6.5
2016,0,6.31,6.5
2016,1,5.73,5.5
2016,2,2.97,2.5
2016,3,2.1,2.5
2016,4,0.1,0.5
2016,5,0.28,0.5
2016,6,0.9,0.5
2016,7,1.5,1.5
2016,8,0.54,0.5
2016,9,2.65,2.5
2016,10,6.97,6.5
2016,11,4.11,4.5
2016,12,5.28,5.5
2016,13,4.16,4.5
2016,14,5.6,5.5
2016,15,6.1,6.5
2016,16,5.9,5.5
2016,17,6.71,6.5
2016,18,6.52,6.5
2016,19,5.54,5.5
2016,20,5.11,5.5
2016,21,4.24,4.5
2016,22,3.98,3.5
2016,23,4.3,4.5
2016,0,3.8,3.5
2016,1,2.51,2.5
2016,2,2.01,2.5
2016,3,1.4,1.5
2016,4,0.22,0.5
2016,5,0.95,0.5
2016,6,0.71,0.5
2016,7,0.2,0.5
2016,8,1,1.5
2016,9,1.62,1.5
2016,10,1.52,1.5
2016,11,1.17,1.5
2016,12,2.25,2.5
2016,13,0.85,0.5
2016,14,1.13,1.5
2016,15,1.41,1.5
2016,16,1.72,1.5
2016,17,2.2,2.5
2016,18,2.46,2.5
2016,19,2.42,2.5
2016,20,2.09,2.5
2016,21,2.2,2.5
2016,22,2.2,2.5
2016,23,1.7,1.5
2016,0,1.3,1.5
2016,1,1.52,1.5
2016,2,1.46,1.5
2016,3,1.61,1.5
2016,4,1.73,1.5
2016,5,1.65,1.5
2016,6,1.6,1.5
2016,7,0.98,0.5
2016,8,0.1,0.5
2016,9,0.32,0.5
2016,10,0.5,0.5
2016,11,1.6,1.5
2016,12,4.02,4.5
2016,13,2.13,2.5
2016,14,2.56,2.5
2016,15,3.36,3.5
2016,16,4.05,4.5
2016,17,3.82,3.5
2016,18,4.22,4.5
2016,19,4.12,4.5
2016,20,4.46,4.5
2016,21,4.02,4.5
2016,22,2.92,2.5
2016,23,2.28,2.5
2016,0,1.49,1.5
2016,1,1.04,1.5
2016,2,0.6,0.5
2016,3,0.89,0.5
2016,4,0.81,0.5
2016,5,0.51,0.5
2016,6,0.14,0.5
2016,7,1.03,1.5
2016,8,0.91,0.5
2016,9,0.32,0.5
2016,10,0.51,0.5
2016,11,0.98,0.5
2016,12,1.62,1.5
2016,13,0.36,0.5
2016,14,0.36,0.5
2016,15,0.3,0.5
2016,16,0.3,0.5
2016,17,0.2,0.5
2016,18,0.8,0.5
2016,19,1.61,1.5
2016,20,2.95,2.5
2016,21,4.19,4.5
2016,22,4.52,4.5
2016,23,3.94,3.5
2016,0,5.59,5.5
2016,1,6.52,6.5
2016,2,6.44,6.5
2016,3,6.34,6.5
2016,4,6.82,6.5
2016,5,6.68,6.5
2016,6,6.75,6.5
2016,7,6.31,6.5
2016,8,4.96,4.5
2016,9,3.49,3.5
2016,10,0.54,0.5
2016,11,1.94,1.5
2016,12,1,1.5
2016,13,2.78,2.5
2016,14,1.3,1.5
2016,15,0.86,0.5
2016,16,1,1.5
2016,17,0.91,0.5
2016,18,1.1,1.5
2016,19,1.36,1.5
2016,20,1.3,1.5
2016,21,0.5,0.5
2016,22,0.99,0.5
2016,23,1.22,1.5
2016,0,0.64,0.5
2016,1,0.5,0.5
2016,2,1.42,1.5
2016,3,0.45,0.5
2016,4,0.22,0.5
2016,5,2.5,2.5
2016,6,4.4,4.5
2016,7,5.1,5.5
2016,8,3.51,3.5
2016,9,2.14,2.5
2016,10,1.2,1.5
2016,11,0.72,0.5
2016,12,1.52,1.5
2016,13,3.41,3.5
2016,14,4.59,4.5
2016,15,5.92,5.5
2016,16,3,3.5
2016,17,1.52,1.5
2016,18,0.86,0.5
2016,19,1.46,1.5
2016,20,5.05,5.5
2016,21,5.33,5.5
2016,22,5.44,5.5
2016,23,4.74,4.5
2016,0,3.45,3.5
2016,1,2.83,2.5
2016,2,2,2.5
2016,3,0.89,0.5
2016,4,0.54,0.5
2016,5,0.71,0.5
2016,6,1,1.5
2016,7,1.63,1.5
2016,8,2.46,2.5
2016,9,1.77,1.5
2016,10,0.36,0.5
2016,11,0.36,0.5
2016,12,0.78,0.5
2016,13,6.6,6.5
2016,14,6.7,6.5
2016,15,6.34,6.5
2016,16,6,6.5
2016,17,5.53,5.5
2016,18,5.78,5.5
2016,19,7.21,7.5
2016,20,5.59,5.5
2016,21,3.45,3.5
2016,22,3.86,3.5
2016,23,4.63,4.5
2016,0,6.12,6.5
2016,1,6.1,6.5
2016,2,4.31,4.5
2016,3,4.1,4.5
2016,4,2.75,2.5
2016,5,3.34,3.5
2016,6,2.67,2.5
2016,7,1.7,1.5
2016,8,0.81,0.5
2016,9,4.71,4.5
2016,10,6.1,6.5
2016,11,6.6,6.5
2016,12,6.32,6.5
2016,13,6.8,6.5
2016,14,6.91,6.5
2016,15,7.71,7.5
2016,16,7.7,7.5
2016,17,8.04,8.5
2016,18,7.82,7.5
2016,19,8,8.5
2016,20,7.14,7.5
2016,21,6.26,6.5
2016,22,5.47,5.5
2016,23,5.08,5.5
2016,0,4.37,4.5
2016,1,2.73,2.5
2016,2,2.1,2.5
2016,3,2.5,2.5
2016,4,2.11,2.5
2016,5,1.36,1.5
2016,6,1.06,1.5
2016,7,0.5,0.5
2016,8,2.71,2.5
2016,9,5.9,5.5
2016,10,6.72,6.5
2016,11,6.3,6.5
2016,12,5.5,5.5
2016,13,5.73,5.5
2016,14,5.64,5.5
2016,15,5.33,5.5
2016,16,5.02,5.5
2016,17,4.93,4.5
2016,18,5.18,5.5
2016,19,6.2,6.5
2016,20,7.37,7.5
2016,21,7.42,7.5
2016,22,6.31,6.5
2016,23,5.68,5.5
2016,0,4.3,4.5
2016,1,3,3.5
2016,2,2.62,2.5
2016,3,2.09,2.5
2016,4,2.12,2.5
2016,5,1.97,1.5
2016,6,1.97,1.5
2016,7,1.64,1.5
2016,8,0.4,0.5
2016,9,1.25,1.5
2016,10,1.56,1.5
2016,11,1.92,1.5
2016,12,2.69,2.5
2016,13,2.72,2.5
2016,14,2.06,2.5
2016,15,0.9,0.5
2016,16,1.91,1.5
2016,17,3.7,3.5
2016,18,4.07,4.5
2016,19,4.24,4.5
2016,20,5.13,5.5
2016,21,6.6,6.5
2016,22,5.29,5.5
2016,23,2.92,2.5
2016,0,0.98,0.5
2016,1,0.9,0.5
2016,2,0.64,0.5
2016,3,1.2,1.5
2016,4,1.22,1.5
2016,5,0.67,0.5
2016,6,0.3,0.5
2016,7,0.5,0.5
2016,8,0.5,0.5
2016,9,0.45,0.5
2016,10,0.64,0.5
2016,11,1.64,1.5
2016,12,2.86,2.5
2016,13,0.22,0.5
2016,14,0.95,0.5
2016,15,1.75,1.5
2016,16,1.97,1.5
2016,17,1.56,1.5
2016,18,1.9,1.5
2016,19,2.62,2.5
2016,20,2.52,2.5
2016,21,1.26,1.5
2016,22,2.82,2.5
2016,23,2,2.5
2016,0,2.04,2.5
2016,1,4.02,4.5
2016,2,3.61,3.5
2016,3,3.36,3.5
2016,4,2.67,2.5
2016,5,1.48,1.5
2016,6,1.06,1.5
2016,7,0.41,0.5
2016,8,1.17,1.5
2016,9,1.66,1.5
2016,10,2.47,2.5
2016,11,3.54,3.5
2016,12,4.4,4.5
2016,13,5.22,5.5
2016,14,5.44,5.5
2016,15,5.36,5.5
2016,16,5.38,5.5
2016,17,5.62,5.5
2016,18,6.21,6.5
2016,19,6.8,6.5
2016,20,6.3,6.5
2016,21,4.53,4.5
2016,22,2.56,2.5
2016,23,2.12,2.5
2016,0,3.42,3.5
2016,1,1.8,1.5
2016,2,2.48,2.5
2016,3,2.37,2.5
2016,4,3.33,3.5
2016,5,5.06,5.5
2016,6,5.82,5.5
2016,7,4.49,4.5
2016,8,5.78,5.5
2016,9,5.44,5.5
2016,10,4.34,4.5
2016,11,3.22,3.5
2016,12,1.84,1.5
2016,13,2.6,2.5
2016,14,3.2,3.5
2016,15,3.86,3.5
2016,16,4.24,4.5
2016,17,4.54,4.5
2016,18,4.9,4.5
2016,19,5.36,5.5
2016,20,5.8,5.5
2016,21,3.86,3.5
2016,22,3.36,3.5
2016,23,5.66,5.5
2016,0,6.91,6.5
2016,1,6.22,6.5
2016,2,6.52,6.5
2016,3,7.28,7.5
2016,4,7.73,7.5
2016,5,8.42,8.5
2016,6,7.8,7.5
2016,7,5.28,5.5
2016,8,3.86,3.5
2016,9,2.24,2.5
2016,10,0.6,0.5
2016,11,1.02,1.5
2016,12,1.36,1.5
2016,13,3.86,3.5
2016,14,3.88,3.5
2016,15,3.69,3.5
2016,16,3.18,3.5
2016,17,2.69,2.5
2016,18,2.31,2.5
2016,19,1.97,1.5
2016,20,1.36,1.5
2016,21,0.1,0.5
2016,22,2.11,2.5
2016,23,3.4,3.5
2016,0,3.75,3.5
2016,1,5.31,5.5
2016,2,4.5,4.5
2016,3,2.77,2.5
2016,4,2.15,2.5
2016,5,2.11,2.5
2016,6,2.93,2.5
2016,7,6.72,6.5
2016,8,1.75,1.5
2016,9,1.03,1.5
2016,10,1.75,1.5
2016,11,4.77,4.5
2016,12,5.64,5.5
2016,13,2.92,2.5
2016,14,3.55,3.5
2016,15,4.11,4.5
2016,16,1.41,1.5
2016,17,4.43,4.5
2016,18,6.26,6.5
2016,19,4.96,4.5
2016,20,2.37,2.5
2016,21,3.9,3.5
2016,22,4.3,4.5
2016,23,4.13,4.5
2016,0,5.41,5.5
2016,1,4.66,4.5
2016,2,3.58,3.5
2016,3,2.05,2.5
2016,4,1.52,1.5
2016,5,2.58,2.5
2016,6,3.77,3.5
2016,7,4.03,4.5
2016,8,3.18,3.5
2016,9,2.16,2.5
2016,10,1.14,1.5
2016,11,1.94,1.5
2016,12,2.11,2.5
2016,13,0.32,0.5
2016,14,0.85,0.5
2016,15,0.2,0.5
2016,16,2.61,2.5
2016,17,2.56,2.5
2016,18,1.58,1.5
2016,19,2.6,2.5
2016,20,4.46,4.5
2016,21,5.33,5.5
2016,22,7.19,7.5
2016,23,6.53,6.5
2016,0,4.68,4.5
2016,1,3.18,3.5
2016,2,3.3,3.5
2016,3,1.25,1.5
2016,4,2.06,2.5
2016,5,1.9,1.5
2016,6,3.33,3.5
2016,7,1.98,1.5
2016,8,0.89,0.5
2016,9,2.33,2.5
2016,10,1.58,1.5
2016,11,2.47,2.5
2016,12,2.91,2.5
2016,13,0.6,0.5
2016,14,1.36,1.5
2016,15,2.82,2.5
2016,16,4.92,4.5
2016,17,4.97,4.5
2016,18,5.59,5.5
2016,19,5.33,5.5
2016,20,4.84,4.5
2016,21,5.54,5.5
2016,22,5.91,5.5
2016,23,8.51,8.5
2016,0,8.23,8.5
2016,1,8.59,8.5
2016,2,9.2,9.5
2016,3,8.68,8.5
2016,4,7.86,7.5
2016,5,7.22,7.5
2016,6,6.1,6.5
2016,7,6.09,6.5
2016,8,6.64,6.5
2016,9,6.38,6.5
2016,10,6.34,6.5
2016,11,5.02,5.5
2016,12,4.05,4.5
2016,13,3.8,3.5
2016,14,3.56,3.5
2016,15,3.7,3.5
2016,16,4.39,4.5
2016,17,5.22,5.5
2016,18,5.84,5.5
2016,19,4.68,4.5
2016,20,4.14,4.5
2016,21,3.4,3.5
2016,22,1.42,1.5
2016,23,1.43,1.5
2016,0,2.24,2.5
2016,1,3,3.5
2016,2,3.48,3.5
2016,3,5.28,5.5
2016,4,5.15,5.5
2016,5,3.51,3.5
2016,6,2.79,2.5
2016,7,0.41,0.5
2016,8,1.14,1.5
2016,9,3.83,3.5
2016,10,3.71,3.5
2016,11,3.01,3.5
2016,12,2.18,2.5
2016,13,3.91,3.5
2016,14,2.9,2.5
2016,15,1.43,1.5
2016,16,1.2,1.5
2016,17,2.24,2.5
2016,18,2.97,2.5
2016,19,3.55,3.5
2016,20,4.44,4.5
2016,21,5.1,5.5
2016,22,5.8,5.5
2016,23,5.89,5.5
2016,0,5.11,5.5
2016,1,6.38,6.5
2016,2,5.94,5.5
2016,3,5.26,5.5
2016,4,4.57,4.5
2016,5,3.76,3.5
2016,6,3.5,3.5
2016,7,2.28,2.5
2016,8,3.2,3.5
2016,9,4.53,4.5
2016,10,4.67,4.5
2016,11,4.43,4.5
2016,12,3.72,3.5
2016,13,4.75,4.5
2016,14,4.94,4.5
2016,15,4.81,4.5
2016,16,4.63,4.5
2016,17,3.41,3.5
2016,18,2.82,2.5
2016,19,2.33,2.5
2016,20,3.91,3.5
2016,21,3.42,3.5
2016,22,3.13,3.5
